SOURCE,COMMODITY,COUNTRY,TYPE,UNIT_MEAS,PROD_2023,PROD_EST_ 2024,PROD_NOTES,CAP_2023,CAP_EST_ 2024,CAP_NOTES,RESERVES_2024,RESERVE_NOTES
MCS2025,Iron Ore  ,Sweden,"Mine production, usable ore",thousand metric tons,28900,28000,,,,,1300,"Crude Ore, million metric tons"
MCS2025,Iron Ore  ,Turkey,"Mine production, usable ore",thousand metric tons,16800,18000,,,,,150,"Crude Ore, million metric tons"
MCS2025,Iron Ore  ,Ukraine,"Mine production, usable ore",thousand metric tons,41700,42000,estimated 2023,,,,6500,"Crude Ore, million metric tons"
MCS2025,Iron Ore  ,Other Countries,"Mine production, usable ore",thousand metric tons,52300,64000,,,,,17000,"Crude Ore, million metric tons"
MCS2025,Iron Ore  ,World total (rounded),"Mine production, usable ore",thousand metric tons,2530000,2500000,,,,,200000,"Crude Ore, million metric tons"
MCS2025,Iron Ore  ,United States,"Mine production, iron content",thousand metric tons,28200,30000,,,,,2300,"Iron Content, million metric tons"
MCS2025,Iron Ore  ,Australia,"Mine production, iron content",thousand metric tons,589000,580000,,,,,27000,"Iron Content, million metric tons"
MCS2025,Iron Ore  ,Brazil,"Mine production, iron content",thousand metric tons,280000,280000,,,,,15000,"Iron Content, million metric tons"
MCS2025,Iron Ore  ,Canada ,"Mine production, iron content",thousand metric tons,35700,32000,,,,,2300,"Iron Content, million metric tons"
MCS2025,Iron Ore  ,Chile,"Mine production, iron content",thousand metric tons,11400,11000,,,,,,NA  
MCS2025,Iron Ore  ,China,"Mine production, iron content",thousand metric tons,174000,170000,,,,,6900,"Iron Content, million metric tons"
MCS2025,Iron Ore  ,India,"Mine production, iron content",thousand metric tons,172000,170000,,,,,3400,"Iron Content, million metric tons"
MCS2025,Iron Ore  ,Iran,"Mine production, iron content",thousand metric tons,55900,59000,estimated 2023,,,,1500,"Iron Content, million metric tons"
MCS2025,Iron Ore  ,Kazakhstan,"Mine production, iron content",thousand metric tons,8890,9200,,,,,900,"Iron Content, million metric tons"
MCS2025,Iron Ore  ,Mauritania,"Mine production, iron content",thousand metric tons,8790,9400,,,,,,NA  
MCS2025,Iron Ore  ,Mexico,"Mine production, iron content",thousand metric tons,5350,5000,,,,,,NA  
MCS2025,Iron Ore  ,Peru,"Mine production, iron content",thousand metric tons,14100,14000,,,,,1500,"Iron Content, million metric tons"
MCS2025,Iron Ore  ,Russia ,"Mine production, iron content",thousand metric tons,53300,53000,,,,,14000,"Iron Content, million metric tons"
MCS2025,Iron Ore  ,South Africa ,"Mine production, iron content",thousand metric tons,40200,42000,,,,,590,"Iron Content, million metric tons"
MCS2025,Iron Ore  ,Sweden,"Mine production, iron content",thousand metric tons,20400,20000,,,,,600,"Iron Content, million metric tons"
MCS2025,Iron Ore  ,Turkey,"Mine production, iron content",thousand metric tons,10100,11000,,,,,99,"Iron Content, million metric tons"
MCS2025,Iron Ore  ,Ukraine,"Mine production, iron content",thousand metric tons,26100,26000,estimated 2023,,,,2300,"Iron Content, million metric tons"
MCS2025,Iron Ore  ,Other Countries,"Mine production, iron content",thousand metric tons,29900,37000,,,,,8500,"Iron Content, million metric tons"
MCS2025,Iron Ore  ,World total (rounded),"Mine production, iron content",thousand metric tons,1560000,1600000,,,,,88000,"Iron Content, million metric tons"
MCS2025,Iron oxide pigments,United States,Mine production,metric tons,,,W for 23-24,,,,,Moderate  
MCS2025,Iron oxide pigments,Cyprus,Mine production,metric tons,5000,20000,,,,,,Moderate  
MCS2025,Iron oxide pigments,France,Mine production,metric tons,16000,17000,,,,,,NA  
MCS2025,Iron oxide pigments,Germany,Mine production,metric tons,240000,250000,,,,,,Moderate  
MCS2025,Iron oxide pigments,India,Mine production,metric tons,3200000,3300000,,,,,37000000,
MCS2025,Iron oxide pigments,Italy,Mine production,metric tons,30000,31000,,,,,,NA  
MCS2025,Iron oxide pigments,Pakistan,Mine production,metric tons,95000,100000,,,,,,Large
MCS2025,Iron oxide pigments,Spain,Mine production,metric tons,16000,17000,,,,,,Large
MCS2025,Iron oxide pigments,World total,Mine production,metric tons,,,NA,,,,,Large
MCS2025,Kyanite and Related Minerals,United States (kyanite),Mine production,metric tons,82400,80000,,,,,,Large
MCS2025,Kyanite and Related Minerals,"China (andalusite, crude ore)",Mine production,metric tons,100000,100000,,,,,5000000,
MCS2025,Kyanite and Related Minerals,France (andalusite),Mine production,metric tons,65000,60000,,,,,,NA
MCS2025,Kyanite and Related Minerals,India (kyanite and sillimanite),Mine production,metric tons,3560,3600,,,,,7200000,
MCS2025,Kyanite and Related Minerals,Peru (andalusite),Mine production,metric tons,40000,40000,,,,,,NA
MCS2025,Kyanite and Related Minerals,South Africa (andalusite),Mine production,metric tons,148000,150000,,,,,,NA
MCS2025,Kyanite and Related Minerals,World total (rounded),Mine production,metric tons,,,XX,,,,,XX
MCS2025,Lead,United States,"Mine production, lead content",thousand metric tons,270,300,,,,,4600,
MCS2025,Lead,Australia,"Mine production, lead content",thousand metric tons,430,430,,,,,35000,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 10 million tons."
MCS2025,Lead,Bolivia,"Mine production, lead content",thousand metric tons,60,60,,,,,1600,
MCS2025,Lead,China,"Mine production, lead content",thousand metric tons,1960,1900,,,,,22000,
MCS2025,Lead,India,"Mine production, lead content",thousand metric tons,226,220,,,,,1900,
MCS2025,Lead,Iran,"Mine production, lead content",thousand metric tons,60,60,estimated 2023,,,,2000,
MCS2025,Lead,Mexico,"Mine production, lead content",thousand metric tons,183,180,,,,,5600,
MCS2025,Lead,Peru,"Mine production, lead content",thousand metric tons,273,270,,,,,5000,
MCS2025,Lead,Russia ,"Mine production, lead content",thousand metric tons,218,220,estimated 2023,,,,8900,
MCS2025,Lead,Sweden,"Mine production, lead content",thousand metric tons,72,70,,,,,1700,
MCS2025,Lead,Tajikistan,"Mine production, lead content",thousand metric tons,39,40,estimated 2023,,,,,NA
MCS2025,Lead,Turkey,"Mine production, lead content",thousand metric tons,68,70,estimated 2023,,,,1600,
MCS2025,Lead,Other Countries,"Mine production, lead content",thousand metric tons,511,520,,,,,5900,
MCS2025,Lead,World total (rounded),"Mine production, lead content",thousand metric tons,4370,4300,,,,,96000,
MCS2025,Lime,United States,"Plant production, lime",thousand metric tons,16000,16000,,,,,,
MCS2025,Lime,Australia,"Plant production, lime",thousand metric tons,1970,2000,,,,,,
MCS2025,Lime,Belgium,"Plant production, lime",thousand metric tons,1040,1000,,,,,,
MCS2025,Lime,Brazil,"Plant production, lime",thousand metric tons,8100,8100,,,,,,
MCS2025,Lime,Bulgaria,"Plant production, lime",thousand metric tons,1310,1300,,,,,,
MCS2025,Lime,Canada (shipments),"Plant production, lime",thousand metric tons,1920,1900,,,,,,
MCS2025,Lime,China,"Plant production, lime",thousand metric tons,310000,310000,,,,,,
MCS2025,Lime,France,"Plant production, lime",thousand metric tons,3500,3500,,,,,,
MCS2025,Lime,Germany,"Plant production, lime",thousand metric tons,5700,5700,,,,,,
MCS2025,Lime,India,"Plant production, lime",thousand metric tons,17000,17000,,,,,,
MCS2025,Lime,Iran,"Plant production, lime",thousand metric tons,4000,4000,,,,,,
MCS2025,Lime,Italy,"Plant production, lime",thousand metric tons,2400,2400,,,,,,
MCS2025,Lime,Japan (quicklime only),"Plant production, lime",thousand metric tons,6010,6000,,,,,,
MCS2025,Lime,"Korea, Republic of","Plant production, lime",thousand metric tons,5100,5100,,,,,,
MCS2025,Lime,Malaysia,"Plant production, lime",thousand metric tons,1500,1500,,,,,,
MCS2025,Lime,Poland (hydrated and quicklime),"Plant production, lime",thousand metric tons,1280,1300,,,,,,
MCS2025,Lime,Russia (industrial and construction),"Plant production, lime",thousand metric tons,11400,11000,,,,,,
MCS2025,Lime,South Africa ,"Plant production, lime",thousand metric tons,1100,1100,,,,,,
MCS2025,Lime,Spain,"Plant production, lime",thousand metric tons,1700,1700,,,,,,
MCS2025,Lime,Turkey,"Plant production, lime",thousand metric tons,4060,4100,,,,,,
MCS2025,Lime,Ukraine,"Plant production, lime",thousand metric tons,1000,1000,,,,,,
MCS2025,Lime,United Kingdom,"Plant production, lime",thousand metric tons,1400,1400,,,,,,
MCS2025,Lime,Other Countries,"Plant production, lime",thousand metric tons,17000,17000,,,,,,
MCS2025,Lime,World total (rounded),"Plant production, lime",thousand metric tons,424000,420000,,,,,,
MCS2025,Lithium ,United States,"Mine production, lithium content",metric tons,,,W for 23-24,,,,1800000,
MCS2025,Lithium ,Argentina,"Mine production, lithium content",metric tons,8630,18000,,,,,4000000,
MCS2025,Lithium ,Australia,"Mine production, lithium content",metric tons,91700,88000,,,,,7000000,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 4.8 million tons."
MCS2025,Lithium ,Brazil,"Mine production, lithium content",metric tons,5260,10000,estimated 2023,,,,390000,
MCS2025,Lithium ,Canada ,"Mine production, lithium content",metric tons,3240,4300,estimated 2023,,,,1200000,
MCS2025,Lithium ,Chile,"Mine production, lithium content",metric tons,41400,49000,,,,,9300000,
MCS2025,Lithium ,China,"Mine production, lithium content",metric tons,35700,41000,estimated 2023,,,,3000000,
MCS2025,Lithium ,Namibia,"Mine production, lithium content",metric tons,2700,2700,estimated 2023,,,,14000,
MCS2025,Lithium ,Portugal,"Mine production, lithium content",metric tons,380,380,estimated 2023,,,,60000,
MCS2025,Lithium ,Zimbabwe,"Mine production, lithium content",metric tons,14900,22000,estimated 2023,,,,480000,
MCS2025,Lithium ,Other Countries,"Mine production, lithium content",metric tons,,,,,,,2800000,"Other countries with reported reserves include Austria, Congo (Kinshasa), Czechia, Finland, Germany, Ghana, Mali, Mexico, Serbia, and Spain."
MCS2025,Lithium ,World total (rounded),"Mine production, lithium content",metric tons,204000,240000,Excludes U.S. production.,,,,30000000,
MCS2025,Magnesium Compounds,United States,"Mine production, magnesite - gross weight",thousand metric tons,,,W for 23-24,,,,35000,
MCS2025,Magnesium Compounds,Australia,"Mine production, magnesite - gross weight",thousand metric tons,500,490,,,,,280000,
MCS2025,Magnesium Compounds,Austria,"Mine production, magnesite - gross weight",thousand metric tons,771,760,,,,,49000,
MCS2025,Magnesium Compounds,Brazil,"Mine production, magnesite - gross weight",thousand metric tons,1800,1800,,,,,200000,
MCS2025,Magnesium Compounds,Canada ,"Mine production, magnesite - gross weight",thousand metric tons,150,150,,,,,,NA
MCS2025,Magnesium Compounds,China,"Mine production, magnesite - gross weight",thousand metric tons,13000,13000,,,,,680000,
MCS2025,Magnesium Compounds,Greece,"Mine production, magnesite - gross weight",thousand metric tons,393,390,,,,,280000,
MCS2025,Magnesium Compounds,India,"Mine production, magnesite - gross weight",thousand metric tons,123,160,reported,,,,66000,
MCS2025,Magnesium Compounds,Iran,"Mine production, magnesite - gross weight",thousand metric tons,216,210,,,,,10000,
MCS2025,Magnesium Compounds,Russia ,"Mine production, magnesite - gross weight",thousand metric tons,2500,2500,,,,,2300000,
MCS2025,Magnesium Compounds,Slovakia,"Mine production, magnesite - gross weight",thousand metric tons,391,380,reported,,,,1200000,
MCS2025,Magnesium Compounds,Spain,"Mine production, magnesite - gross weight",thousand metric tons,680,670,,,,,35000,
MCS2025,Magnesium Compounds,Turkey,"Mine production, magnesite - gross weight",thousand metric tons,1330,1300,reported,,,,110000,
MCS2025,Magnesium Compounds,Other Countries,"Mine production, magnesite - gross weight",thousand metric tons,373,370,,,,,2500000,
MCS2025,Magnesium Compounds,World total (rounded),"Mine production, magnesite - gross weight",thousand metric tons,22200,22000,Excludes U.S. production.,,,,7700000,
MCS2025,Magnesium metal,United States,Magnesium smelter production,thousand metric tons,,,,,64,reported,64,Moved to capacity column not a reserve
MCS2025,Magnesium metal,Brazil,Magnesium smelter production,thousand metric tons,20,20,,,22,,22,
MCS2025,Magnesium metal,China,Magnesium smelter production,thousand metric tons,805,950,reported,,1800,,1800,
MCS2025,Magnesium metal,Iran,Magnesium smelter production,thousand metric tons,5,5,,,6,,6,
MCS2025,Magnesium metal,Israel,Magnesium smelter production,thousand metric tons,17,20,reported,,34,reported,34,
MCS2025,Magnesium metal,Kazakhstan,Magnesium smelter production,thousand metric tons,22,20,,,30,,30,
MCS2025,Magnesium metal,Russia ,Magnesium smelter production,thousand metric tons,18,15,,,81,,81,
MCS2025,Magnesium metal,Turkey,Magnesium smelter production,thousand metric tons,13,15,,,15,reported,15,
MCS2025,Magnesium metal,Other Countries,Magnesium smelter production,thousand metric tons,,,,,52,,52,
MCS2025,Magnesium metal,World total (rounded),Magnesium smelter production,thousand metric tons,900,1000,,,2100,,2104,
MCS2025,Manganese,United States,"Mine production, manganese content",thousand metric tons,,,,,,,,Gross weight for reserves data
MCS2025,Manganese,Australia,"Mine production, manganese content",thousand metric tons,2860,2800,,,,,500000,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 110 million tons."
MCS2025,Manganese,Brazil,"Mine production, manganese content",thousand metric tons,580,590,estimated 2023,,,,270000, 
MCS2025,Manganese,China,"Mine production, manganese content",thousand metric tons,767,770,,,,,280000,
MCS2025,Manganese,Côte d’Ivoire,"Mine production, manganese content",thousand metric tons,357,360,,,,,,NA
MCS2025,Manganese,Gabon,"Mine production, manganese content",thousand metric tons,4490,4600,estimated 2023,,,,61000,
MCS2025,Manganese,Ghana,"Mine production, manganese content",thousand metric tons,818,820,,,,,13000,
MCS2025,Manganese,India,"Mine production, manganese content",thousand metric tons,744,800,,,,,34000,
MCS2025,Manganese,Malaysia,"Mine production, manganese content",thousand metric tons,410,410,,,,,,NA
MCS2025,Manganese,South Africa ,"Mine production, manganese content",thousand metric tons,7300,7400,,,,,560000,
MCS2025,Manganese,Other Countries,"Mine production, manganese content",thousand metric tons,1230,1300,,,,,,Small
MCS2025,Manganese,World total (rounded),"Mine production, manganese content",thousand metric tons,19600,20000,,,,,1700000, 
MCS2025,Mercury,United States,"Mine production, mercury content",metric tons,,,na,,,,,
MCS2025,Mercury,China,"Mine production, mercury content",metric tons,1000,1000,,,,,,
MCS2025,Mercury,Kyrgyzstan,"Mine production, mercury content",metric tons,6,6,,,,,,
MCS2025,Mercury,Morocco,"Mine production, mercury content",metric tons,2,2,,,,,,
MCS2025,Mercury,Norway,"Mine production, mercury content",metric tons,20,20,,,,,,
MCS2025,Mercury,Peru (exports),"Mine production, mercury content",metric tons,,30,na for 2023,,,,,
MCS2025,Mercury,Tajikistan,"Mine production, mercury content",metric tons,100,100,,,,,,
MCS2025,Mercury,World total (rounded),"Mine production, mercury content",metric tons,1130,1200,,,,,, 
MCS2025,Mica (Natural),United States,"Mine production, mica scrap and flake",metric tons,42000,38000,,,,,,Large
MCS2025,Mica (Natural),Canada ,"Mine production, mica scrap and flake",metric tons,15000,15000,,,,,,Large
MCS2025,Mica (Natural),China,"Mine production, mica scrap and flake",metric tons,80000,85000,,,,,1100000,
MCS2025,Mica (Natural),Finland,"Mine production, mica scrap and flake",metric tons,58200,60000,reported,,,,,Large
MCS2025,Mica (Natural),France,"Mine production, mica scrap and flake",metric tons,15000,10000,,,,,,Large
MCS2025,Mica (Natural),India,"Mine production, mica scrap and flake",metric tons,14000,14000,,,,,,Large
MCS2025,Mica (Natural),"Korea, Republic of","Mine production, mica scrap and flake",metric tons,10200,12000,reported,,,,11000000,
MCS2025,Mica (Natural),Madagascar,"Mine production, mica scrap and flake",metric tons,35000,50000,,,,,,Large
MCS2025,Mica (Natural),Turkey,"Mine production, mica scrap and flake",metric tons,6070,4000,reported,,,,620000,
MCS2025,Mica (Natural),Other Countries,"Mine production, mica scrap and flake",metric tons,42500,39000,,,,,,Large
MCS2025,Mica (Natural),World total (rounded),"Mine production, mica scrap and flake",metric tons,318000,330000,,,,,,Large
MCS2025,Mica (Natural),United States,"Mine production, mica sheet",metric tons,,,NA,,,,,Very small
MCS2025,Mica (Natural),Canada ,"Mine production, mica sheet",metric tons,,,NA,,,,,NA
MCS2025,Mica (Natural),China,"Mine production, mica sheet",metric tons,,,NA,,,,75000,
MCS2025,Mica (Natural),Finland,"Mine production, mica sheet",metric tons,,,NA,,,,,NA
MCS2025,Mica (Natural),France,"Mine production, mica sheet",metric tons,,,NA,,,,,NA
MCS2025,Mica (Natural),India,"Mine production, mica sheet",metric tons,1000,1000,,,,,110000,
MCS2025,Mica (Natural),"Korea, Republic of","Mine production, mica sheet",metric tons,,,,,,,,NA
MCS2025,Mica (Natural),Madagascar,"Mine production, mica sheet",metric tons,,,,,,,,NA
MCS2025,Mica (Natural),Turkey,"Mine production, mica sheet",metric tons,,,,,,,,NA
MCS2025,Mica (Natural),Other Countries,"Mine production, mica sheet",metric tons,200,200,,,,,,Moderate  
MCS2025,Mica (Natural),World total (rounded),"Mine production, mica sheet",metric tons,,,NA,,,,,NA
MCS2025,Molybdenum ,United States,"Mine production, molybdenum content",metric tons,34000,33000,,,,,3500, (Reserve data is thousand metric tons).
MCS2025,Molybdenum ,Argentina,"Mine production, molybdenum content",metric tons,,,,,,,100,
MCS2025,Molybdenum ,Armenia,"Mine production, molybdenum content",metric tons,7600,8000,estimated 2023,,,,150,
MCS2025,Molybdenum ,Australia,"Mine production, molybdenum content",metric tons,660,1000,,,,,690,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 250,000 tons."
MCS2025,Molybdenum ,Canada ,"Mine production, molybdenum content",metric tons,1150,1200,,,,,64,
MCS2025,Molybdenum ,Chile,"Mine production, molybdenum content",metric tons,44100,38000,,,,,1400,
MCS2025,Molybdenum ,China,"Mine production, molybdenum content",metric tons,96000,110000,estimated 2023,,,,5900,
MCS2025,Molybdenum ,Iran,"Mine production, molybdenum content",metric tons,2500,3000,estimated 2023,,,,43,
MCS2025,Molybdenum ,Kazakhstan,"Mine production, molybdenum content",metric tons,3730,3900,,,,,7,
MCS2025,Molybdenum ,"Korea, North","Mine production, molybdenum content",metric tons,400,700,estimated 2023,,,,,NA (Reserve data is thousand metric tons).
MCS2025,Molybdenum ,"Korea, Republic of","Mine production, molybdenum content",metric tons,339,300,,,,,8,
MCS2025,Molybdenum ,Mexico,"Mine production, molybdenum content",metric tons,17500,17000,,,,,130,
MCS2025,Molybdenum ,Mongolia,"Mine production, molybdenum content",metric tons,3160,3100,,,,,10, (Reserve data is thousand metric tons).
MCS2025,Molybdenum ,Peru,"Mine production, molybdenum content",metric tons,33500,41000,,,,,1900,
MCS2025,Molybdenum ,Russia ,"Mine production, molybdenum content",metric tons,1700,1700,estimated 2023,,,,1100,
MCS2025,Molybdenum ,Uzbekistan,"Mine production, molybdenum content",metric tons,1700,1700,estimated 2023,,,,21,
MCS2025,Molybdenum ,World total (rounded),"Mine production, molybdenum content",metric tons,248000,260000,,,,,15000, (Reserve data is thousand metric tons).
MCS2025,Nickel,United States,"Mine production, nickel content",metric tons,16400,8000,,,,,310000,Includes reserve data for three projects. An additional three domestic projects have defined resources but have not yet defined reserves.
MCS2025,Nickel,Australia,"Mine production, nickel content",metric tons,149000,110000,,,,,24000000,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 8.6 million tons."
MCS2025,Nickel,Brazil,"Mine production, nickel content",metric tons,82700,77000,,,,,16000000,
MCS2025,Nickel,Canada ,"Mine production, nickel content",metric tons,159000,190000,,,,,2200000,
MCS2025,Nickel,China,"Mine production, nickel content",metric tons,117000,120000,estimated 2023,,,,4400000,
MCS2025,Nickel,Indonesia,"Mine production, nickel content",metric tons,2030000,2200000,,,,,55000000,
MCS2025,Nickel,New Caledonia,"Mine production, nickel content",metric tons,231000,110000,,,,,7100000,
MCS2025,Nickel,Philippines,"Mine production, nickel content",metric tons,413000,330000,estimated 2023,,,,4800000,
MCS2025,Nickel,Russia ,"Mine production, nickel content",metric tons,210000,210000,,,,,8300000,
MCS2025,Nickel,Other Countries,"Mine production, nickel content",metric tons,340000,300000,,,,,9100000,
MCS2025,Nickel,World total (rounded),"Mine production, nickel content",metric tons,3750000,3700000,,,,,>130000000,
MCS2025,Niobium,United States,"Mine production, niobium content",metric tons,,,,,,,210000,
MCS2025,Niobium,Brazil,"Mine production, niobium content",metric tons,102000,100000,,,,,16000000,
MCS2025,Niobium,Canada ,"Mine production, niobium content",metric tons,6700,7100,,,,,1600000,
MCS2025,Niobium,Congo (Kinshasa),"Mine production, niobium content",metric tons,740,700,,,,,,
MCS2025,Niobium,Russia ,"Mine production, niobium content",metric tons,353,350,,,,,,
MCS2025,Niobium,Rwanda,"Mine production, niobium content",metric tons,210,200,,,,,,
MCS2025,Niobium,Other Countries,"Mine production, niobium content",metric tons,121,120,,,,,,
MCS2025,Niobium,World total (rounded),"Mine production, niobium content",metric tons,110000,110000,,,,,">17,000,000",
MCS2025,Nitrogen(fixed) - Ammonia,United States,"Plant production, nitrogen content",thousand metric tons,13800,14000,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Algeria,"Plant production, nitrogen content",thousand metric tons,2000,2000,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Australia,"Plant production, nitrogen content",thousand metric tons,1300,1300,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Canada ,"Plant production, nitrogen content",thousand metric tons,3600,3600,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,China,"Plant production, nitrogen content",thousand metric tons,47000,47000,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Egypt,"Plant production, nitrogen content",thousand metric tons,4500,5000,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Germany,"Plant production, nitrogen content",thousand metric tons,1720,1700,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,India,"Plant production, nitrogen content",thousand metric tons,15300,15000,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Indonesia,"Plant production, nitrogen content",thousand metric tons,5800,6000,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Iran,"Plant production, nitrogen content",thousand metric tons,4200,4200,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Malaysia,"Plant production, nitrogen content",thousand metric tons,1400,1400,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Netherlands,"Plant production, nitrogen content",thousand metric tons,2000,2000,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Nigeria,"Plant production, nitrogen content",thousand metric tons,1700,1700,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Oman,"Plant production, nitrogen content",thousand metric tons,2000,2000,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Pakistan,"Plant production, nitrogen content",thousand metric tons,3500,3500,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Poland,"Plant production, nitrogen content",thousand metric tons,1560,1600,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Qatar,"Plant production, nitrogen content",thousand metric tons,3050,3100,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Russia ,"Plant production, nitrogen content",thousand metric tons,14000,14000,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Saudi Arabia,"Plant production, nitrogen content",thousand metric tons,5400,5400,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Trinidad and Tobago,"Plant production, nitrogen content",thousand metric tons,3220,3200,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Uzbekistan,"Plant production, nitrogen content",thousand metric tons,1300,1300,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Vietnam,"Plant production, nitrogen content",thousand metric tons,1440,1400,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,Other Countries,"Plant production, nitrogen content",thousand metric tons,12300,13000,,,,,,
MCS2025,Nitrogen(fixed) - Ammonia,World total (rounded),"Plant production, nitrogen content",thousand metric tons,152000,150000,,,,,,
MCS2025,Peat ,United States,Mine production,thousand metric tons,310,330,estimated 2023,,,,150000,
MCS2025,Peat ,Belarus,Mine production,thousand metric tons,2200,2200,estimated 2023,,,,2600000,
MCS2025,Peat ,Canada ,Mine production,thousand metric tons,3030,3000,,,,,720000,
MCS2025,Peat ,Estonia,Mine production,thousand metric tons,1200,1200,estimated 2023,,,,570000,
MCS2025,Peat ,Finland,Mine production,thousand metric tons,3300,3300,estimated 2023,,,,6000000,
MCS2025,Peat ,Germany,Mine production,thousand metric tons,1720,1700,,,,,,Included with Other countries
MCS2025,Peat ,Latvia,Mine production,thousand metric tons,2430,2400,,,,,150000,
MCS2025,Peat ,Lithuania,Mine production,thousand metric tons,394,400,,,,,210000,
MCS2025,Peat ,Poland,Mine production,thousand metric tons,846,850,,,,,,Included with Other countries
MCS2025,Peat ,Russia ,Mine production,thousand metric tons,1600,1600,estimated 2023,,,,1000000,
MCS2025,Peat ,Sweden,Mine production,thousand metric tons,1820,2000,,,,,,Included with Other countries
MCS2025,Peat ,Ukraine,Mine production,thousand metric tons,440,440,,,,,,Included with Other countries
MCS2025,Peat ,Other Countries,Mine production,thousand metric tons,650,600,,,,,1400000,
MCS2025,Peat ,World total (rounded),Mine production,thousand metric tons,19900,20000,,,,,13000000,
MCS2025,Perlite,United States,"Mine production, estimated",thousand metric tons,410,440,"Processed ore sold and used by producers, reported",,,,50000,
MCS2025,Perlite,Argentina,"Mine production, estimated",thousand metric tons,32,30,,,,,,NA
MCS2025,Perlite,Armenia,"Mine production, estimated",thousand metric tons,29,30,,,,,,NA
MCS2025,Perlite,China,"Mine production, estimated",thousand metric tons,1500,1500,,,,,32000,
MCS2025,Perlite,Georgia,"Mine production, estimated",thousand metric tons,38,40,,,,,,NA
MCS2025,Perlite,Greece,"Mine production, estimated",thousand metric tons,840,850,,,,,180000,
MCS2025,Perlite,Hungary,"Mine production, estimated",thousand metric tons,77,80,crude ore,,,,,NA
MCS2025,Perlite,Mexico,"Mine production, estimated",thousand metric tons,29,30,crude ore,,,,,NA
MCS2025,Perlite,New Zealand,"Mine production, estimated",thousand metric tons,18,20,,,,,,NA
MCS2025,Perlite,Philippines,"Mine production, estimated",thousand metric tons,18,20,,,,,,NA
MCS2025,Perlite,Slovakia,"Mine production, estimated",thousand metric tons,39,40,,,,,30000,
MCS2025,Perlite,South Africa,"Mine production, estimated",thousand metric tons,11,10,,,,,,NA
MCS2025,Perlite,Turkey,"Mine production, estimated",thousand metric tons,1170,1200,crude ore,,,,,NA
MCS2025,Perlite,Other Countries,"Mine production, estimated",thousand metric tons,19,20,,,,,,NA
MCS2025,Perlite,World total (rounded),"Mine production, estimated",thousand metric tons,4230,4300,,,,,,NA
MCS2025,Phosphate rock ,United States,"Mine production, marketable phosphate rock",thousand metric tons,19600,20000,,,,,1000000,
MCS2025,Phosphate rock ,Algeria,"Mine production, marketable phosphate rock",thousand metric tons,2000,2000,,,,,2200000,
MCS2025,Phosphate rock ,Australia,"Mine production, marketable phosphate rock",thousand metric tons,2500,2500,,,,,1100000,
MCS2025,Phosphate rock ,Brazil,"Mine production, marketable phosphate rock",thousand metric tons,5280,5300,,,,,1600000,
MCS2025,Phosphate rock ,China,"Mine production, marketable phosphate rock",thousand metric tons,105000,110000,,,,,3700000,
MCS2025,Phosphate rock ,Egypt,"Mine production, marketable phosphate rock",thousand metric tons,5000,5000,,,,,2800000,
MCS2025,Phosphate rock ,Finland,"Mine production, marketable phosphate rock",thousand metric tons,906,900,,,,,1000000,
MCS2025,Phosphate rock ,India,"Mine production, marketable phosphate rock",thousand metric tons,1800,1600,,,,,31000,
MCS2025,Phosphate rock ,Israel,"Mine production, marketable phosphate rock",thousand metric tons,2310,2300,,,,,60000,
MCS2025,Phosphate rock ,Jordan,"Mine production, marketable phosphate rock",thousand metric tons,11500,12000,,,,,1000000,
MCS2025,Phosphate rock ,Kazakhstan,"Mine production, marketable phosphate rock",thousand metric tons,1500,1700,,,,,260000,
MCS2025,Phosphate rock ,Mexico,"Mine production, marketable phosphate rock",thousand metric tons,439,360,,,,,30000,
MCS2025,Phosphate rock ,Morocco,"Mine production, marketable phosphate rock",thousand metric tons,33000,30000,,,,,50000000,
